                  yr,year,gpp_yr,Rnitr,NPP_yr,Rh_yr,NEE_yr,Precp,Evap,Transp,Runoff,N_up,N_fix,N_depo,N_leach,N_vol,N_def,Q_leaf,Q_wood,Q_root,Q_fine,Q_coarse,Q_Micr,Q_Slow,Q_Pass,N_leaf,N_wood,N_root,N_fine,N_coarse,N_micr,N_slowC,N_pass,QNminer,NSN
   129,  2006,   2782.1479,     79.7731,   1487.2769,   1360.2900,   -128.1633,   1101.7489,    403.0339,    339.8074,    361.1747,     14.8199,      0.0000,      2.3400,      0.0207,      0.0523,      0.0059,    297.5542,  15579.5869,    442.2401,    225.1727,   1112.4325,    113.2795,   9611.8115,    820.3201,      5.9511,     44.5047,      7.3707,      5.6238,      3.7081,      4.6583,    434.0245,     68.3599,      0.0042,      6.0770,
   130,  2007,   2256.9492,     75.2532,   1214.1938,   1233.5073,     25.9353,    800.6030,    425.4310,    283.1235,    188.2204,     12.7015,      0.0000,      2.3400,      0.0089,      0.0489,      0.0081,    261.1819,  15525.2510,    423.8919,    251.3114,   1122.1603,    120.2511,   9628.1377,    822.0738,      5.2236,     44.3513,      7.0649,      6.2822,      3.7405,      4.9613,    436.3262,     68.5061,      0.0136,      6.0751,
   131,  1998,   2549.9688,     74.0333,   1376.6925,   1372.7297,      1.0788,   1209.1770,    398.4331,    313.2637,    451.7064,     14.4974,      0.0000,      2.3400,      0.0234,      0.0540,      0.0000,    284.4565,  15487.2568,    418.8030,    236.8884,   1127.2236,    115.6332,   9645.4932,    824.0292,      5.6891,     44.2428,      6.9800,      5.9216,      3.7574,      4.7927,    438.6455,     68.6691,      0.0095,      6.0833,
   132,  1999,   2672.0557,     72.9956,   1423.2428,   1383.2727,    -51.7674,   1363.0037,    433.4371,    337.5741,    543.6865,     14.2811,      0.0000,      2.3400,      0.0338,      0.0602,      0.0024,    295.2005,  15500.9170,    429.7184,    216.4755,   1119.9135,    111.7538,   9654.5889,    825.9420,      5.9040,     44.2826,      7.1620,      5.4111,      3.7330,      4.7182,    440.8893,     68.8285,      0.0087,      6.0811,
   133,  2000,   2608.1919,     66.1209,   1404.4988,   1342.2843,    -43.3477,   1131.5302,    386.9770,    319.3822,    428.5377,     13.6698,      0.0000,      2.3464,      0.0266,      0.0559,      0.0000,    283.5255,  15516.6553,    418.7079,    234.4471,   1132.2898,    112.7717,   9656.4561,    827.7419,      5.6705,     44.3238,      6.9785,      5.8606,      3.7743,      4.8846,    442.7087,     68.9785,      0.0083,      6.0838,
   134,  2001,   2753.6130,     74.7519,   1471.5265,   1366.2252,   -119.3790,    946.5953,    407.5416,    333.4096,    240.9951,     14.7002,      0.0000,      2.3400,      0.0139,      0.0541,      0.0000,    295.0696,  15567.4277,    447.2425,    222.9751,   1130.3809,    113.8295,   9665.2334,    829.5443,      5.9014,     44.4641,      7.4540,      5.5737,      3.7679,      4.7041,    444.4430,     69.1286,      0.0109,      6.0843,
   135,  2002,   2274.5261,     58.1488,   1223.0297,   1374.2970,    150.1236,   1092.1993,    385.5242,    286.6903,    380.4446,     12.8353,      0.0000,      2.3400,      0.0215,      0.0649,      0.0040,    288.4179,  15475.7100,    391.9537,    218.0842,   1116.4880,    111.8994,   9672.5859,    831.3362,      5.7684,     44.2037,      6.5326,      5.4506,      3.7216,      5.0451,    447.6746,     69.2780,      0.0056,      6.0807,
   136,  2003,   2654.2070,     66.2604,   1436.2616,   1360.3652,    -75.5465,   1345.7749,    359.2936,    306.9868,    682.8914,     14.1795,      0.0000,      2.3400,      0.0420,      0.0609,      0.0128,    292.9556,  15524.8730,    428.4886,    212.0537,   1106.4437,    108.8346,   9663.7764,    833.0021,      5.8591,     44.3396,      7.1415,      5.3007,      3.6881,      4.7345,    449.4099,     69.4168,      0.0099,      6.0725,
   137,  2004,   2698.9788,     66.1878,   1470.5176,   1389.6381,    -80.8134,    992.0981,    356.6650,    312.6131,    319.1429,     14.5864,      0.0000,      2.3464,      0.0212,      0.0626,      0.0079,    295.7480,  15580.9375,    445.8787,    219.1975,   1096.2593,    110.0601,   9653.7275,    834.6667,      5.9150,     44.4986,      7.4313,      5.4775,      3.6542,      4.7252,    450.8806,     69.5555,      0.0068,      6.0782,
   138,  2005,   2570.1570,     66.8940,   1382.0620,   1382.6213,     -3.1400,    934.3985,    364.5439,    316.5449,    250.1107,     13.8869,      0.0000,      2.3400,      0.0123,      0.0638,      0.0000,    284.1953,  15565.1133,    420.8472,    230.1074,   1101.1349,    112.8811,   9654.4092,    836.3101,      5.6839,     44.4523,      7.0141,      5.7521,      3.6704,      5.0318,    453.0771,     69.6925,      0.0090,      6.0869,
   139,  2006,   2782.4255,     76.5292,   1489.3456,   1364.3926,   -125.7931,   1101.7489,    403.1191,    339.9851,    360.9113,     14.8426,      0.0000,      2.3400,      0.0217,      0.0558,      0.0011,    297.5610,  15621.3057,    442.8751,    225.4392,   1115.5795,    113.6031,   9656.9053,    837.9069,      5.9512,     44.6157,      7.3813,      5.6302,      3.7186,      4.8362,    454.6613,     69.8255,      0.0043,      6.0867,
   140,  2007,   2256.9771,     72.1213,   1215.8420,   1237.0449,     27.6758,    800.6030,    425.4565,    283.1332,    188.2144,     12.7199,      0.0000,      2.3400,      0.0093,      0.0519,      0.0000,    261.2458,  15567.2285,    424.5157,    251.5882,   1125.2629,    120.5721,   9672.2764,    839.3828,      5.2249,     44.4586,      7.0753,      6.2891,      3.7508,      5.1380,    456.9839,     69.9485,      0.0153,      6.0884,
   141,  1998,   2550.0244,     70.5323,   1378.5990,   1376.6565,      3.1793,   1209.1770,    398.4583,    313.3095,    451.6391,     14.5060,      0.0000,      2.3400,      0.0242,      0.0575,      0.0000,    284.5220,  15529.1094,    419.4582,    237.1609,   1130.2711,    115.9407,   9688.5547,    841.0277,      5.6904,     44.3456,      6.9910,      5.9284,      3.7675,      4.9711,    459.3321,     70.0856,      0.0098,      6.0892,
   142,  1999,   2672.1018,     69.3111,   1425.3331,   1387.2490,    -49.7182,   1363.0037,    433.4610,    337.5973,    543.6048,     14.2990,      0.0000,      2.3400,      0.0356,      0.0638,      0.0012,    295.2066,  15542.9238,    430.4075,    216.7468,   1122.9475,    112.0602,   9696.6621,    842.6299,      5.9041,     44.3811,      7.1735,      5.4181,      3.7431,      4.8957,    461.5990,     70.2191,      0.0090,      6.0890,
   143,  2000,   2608.2256,     62.9587,   1406.1857,   1346.1249,    -41.1504,   1131.5302,    386.9905,    319.4030,    428.5047,     13.6829,      0.0000,      2.3464,      0.0279,      0.0594,      0.0000,    283.5342,  15557.0439,    419.3065,    234.7076,   1135.3702,    113.0726,   9697.4834,    844.1387,      5.6707,     44.4212,      6.9884,      5.8671,      3.7845,      5.0630,    463.4414,     70.3448,      0.0086,      6.0913,
   144,  2001,   2753.6265,     70.9703,   1473.4089,   1369.9846,   -117.7216,    946.5953,    407.5489,    333.4265,    240.9740,     14.7158,      0.0000,      2.3400,      0.0144,      0.0576,      0.0000,    295.0781,  15605.7441,    447.9037,    223.2215,   1133.4480,    114.1189,   9705.2480,    845.6456,      5.9016,     44.5613,      7.4651,      5.5799,      3.7781,      4.8824,    465.1951,     70.4704,      0.0113,      6.0925,
   145,  2002,   2274.5374,     55.7605,   1224.3489,   1377.9895,    152.5573,   1092.1993,    385.5357,    286.6941,    380.4248,     12.8486,      0.0000,      2.3400,      0.0225,      0.0686,      0.0018,    288.4273,  15513.8340,    392.4545,    218.3017,   1119.3745,    112.1839,   9711.7549,    847.1432,      5.7685,     44.2966,      6.5409,      5.4564,      3.7312,      5.2237,    468.4509,     70.5952,      0.0041,      6.0917,
   146,  2003,   2654.2456,     63.2621,   1437.9280,   1363.9749,    -73.4646,   1345.7749,    359.3045,    307.0099,    682.8569,     14.2015,      0.0000,      2.3400,      0.0450,      0.0647,      0.0027,    292.9630,  15563.0605,    429.0570,    212.2642,   1109.2786,    109.1080,   9701.9551,    848.5217,      5.8593,     44.4318,      7.1510,      5.3060,      3.6976,      4.9077,    470.2008,     70.7101,      0.0104,      6.0921,
   147,  2004,   2698.9702,     62.7544,   1472.1968,   1393.2369,    -79.1555,    992.0981,    356.6564,    312.5954,    319.1688,     14.5916,      0.0000,      2.3464,      0.0223,      0.0664,      0.0058,    295.7566,  15617.6016,    446.4630,    219.4114,   1098.9729,    110.3266,   9691.0557,    849.8972,      5.9151,     44.5891,      7.4411,      5.4831,      3.6632,      4.9015,    471.7006,     70.8247,      0.0077,      6.0906,
   148,  2005,   2569.8965,     63.5874,   1383.7449,   1386.1097,     -1.1636,    934.3985,    364.5205,    316.6293,    250.0495,     13.9015,      0.0000,      2.3400,      0.0128,      0.0676,      0.0000,    284.2061,  15600.8555,    421.4239,    230.3595,   1103.8014,    113.1546,   9690.7949,    851.2598,      5.6841,     44.5425,      7.0237,      5.7584,      3.6793,      5.2106,    473.9163,     70.9383,      0.0096,      6.0978,
   149,  2006,   2782.3467,     73.1801,   1490.9591,   1367.7499,   -124.2964,   1101.7489,    403.0974,    339.9328,    360.9859,     14.8562,      0.0000,      2.3400,      0.0228,      0.0594,      0.0000,    297.5726,  15656.1904,    443.4480,    225.6590,   1118.2041,    113.8622,   9692.4668,    852.5867,      5.9515,     44.7044,      7.3908,      5.6362,      3.7273,      5.0147,    475.5182,     71.0488,      0.0051,      6.0992,
   150,  2007,   2256.9961,     69.0104,   1217.6527,   1239.8965,     28.8545,    800.6030,    425.4953,    283.1516,    188.2053,     12.7369,      0.0000,      2.3400,      0.0096,      0.0548,      0.0000,    261.3332,  15601.5312,    425.2012,    251.8796,   1127.8547,    120.8449,   9707.2461,    853.8301,      5.2267,     44.5463,      7.0867,      6.2964,      3.7595,      5.3182,    477.8506,     71.1525,      0.0159,      6.1002,
   151,  1998,   2550.0798,     67.2021,   1380.4103,   1379.9785,      4.7068,   1209.1770,    398.4850,    313.3525,    451.5512,     14.5211,      0.0000,      2.3400,      0.0250,      0.0610,      0.0000,    284.5857,  15563.0664,    420.1061,    237.4272,   1132.8445,    116.2036,   9722.8711,    855.2133,      5.6917,     44.4323,      7.0018,      5.9351,      3.7761,      5.1510,    480.2201,     71.2677,      0.0102,      6.1013,
   152,  1999,   2672.1577,     66.0672,   1427.0739,   1390.5780,    -48.1179,   1363.0037,    433.4886,    337.6267,    543.5210,     14.3122,      0.0000,      2.3400,      0.0374,      0.0674,      0.0019,    295.2122,  15577.0352,    431.0202,    216.9827,   1125.4225,    112.3137,   9730.2578,    856.5485,      5.9042,     44.4674,      7.1837,      5.4240,      3.7514,      5.0747,    482.5048,     71.3790,      0.0099,      6.1009,
   153,  2000,   2608.3108,     59.8302,   1407.8525,   1349.2954,    -39.7755,   1131.5302,    387.0233,    319.4564,    428.4189,     13.6980,      0.0000,      2.3464,      0.0293,      0.0629,      0.0000,    283.5416,  15589.7148,    419.8541,    234.9502,   1137.8008,    113.3227,   9730.4111,    857.8033,      5.6708,     44.5066,      6.9976,      5.8732,      3.7926,      5.2419,    484.3649,     71.4836,      0.0090,      6.1044,
   154,  2001,   2753.6023,     67.4773,   1475.2604,   1373.0609,   -116.5256,    946.5953,    407.5412,    333.4064,    240.9999,     14.7307,      0.0000,      2.3400,      0.0153,      0.0610,      0.0000,    295.0855,  15637.5996,    448.5307,    223.4495,   1135.7736,    114.3573,   9737.3662,    859.0693,      5.9017,     44.6460,      7.4755,      5.5856,      3.7859,      5.0614,    486.1369,     71.5891,      0.0118,      6.1060,
   155,  2002,   2274.5432,     45.4457,   1229.2777,   1381.0996,    150.0607,   1092.1993,    385.5613,    286.7033,    380.3925,     12.8929,      0.0000,      2.3400,      0.0379,      0.1016,      0.0000,    288.4822,  15547.4326,    393.9496,    218.7836,   1121.7203,    112.4607,   9743.2422,    860.3282,      5.7696,     44.3835,      6.5658,      5.4690,      3.7390,      7.5666,    487.1620,     71.6940,      0.0128,      6.1073,
   156,  2003,   2654.6001,     28.8510,   1456.6991,   1368.5636,    -88.3803,   1345.7749,    359.4043,    307.2167,    682.5492,     14.3585,      0.0000,      2.3400,      0.1051,      0.1820,      0.0000,    293.0455,  15604.7646,    433.9064,    213.9076,   1111.8054,    109.6171,   9733.2734,    861.4684,      5.8609,     44.5480,      7.2318,      5.3471,      3.7060,      8.5856,    487.2838,     71.7890,      0.0293,      6.1091,
   157,  2004,   2699.2219,     26.5238,   1492.7852,   1400.5137,    -91.9666,    992.0981,    356.8108,    312.8225,    318.7851,     14.7703,      0.0000,      2.3464,      0.0616,      0.2092,      0.0000,    295.8184,  15669.6152,    452.7037,    221.7034,   1101.8351,    111.0117,   9723.2373,    862.6066,      5.9164,     44.7364,      7.5451,      5.5420,      3.6727,      8.6982,    488.4358,     71.8839,      0.0200,      6.1108,
   158,  2005,   2569.6489,     26.1912,   1404.2577,   1394.5768,    -13.5151,    934.3985,    364.5246,    316.7610,    249.9146,     14.0686,      0.0000,      2.3400,      0.0323,      0.2108,      0.0000,    284.3465,  15662.8721,    427.8160,    232.9492,   1107.2297,    113.9340,   9724.2959,    863.7622,      5.6869,     44.7185,      7.1303,      5.8231,      3.6907,      9.3880,    490.0860,     71.9801,      0.0273,      6.1123,
   159,  2006,   2782.7866,     29.6570,   1515.0814,   1376.8575,   -140.2065,   1101.7489,    403.2490,    340.1907,    360.5764,     15.0573,      0.0000,      2.3400,      0.0620,      0.1888,      0.0000,    297.6776,  15731.2930,    450.9371,    228.5125,   1122.3276,    114.7286,   9727.5371,    864.8875,      5.9536,     44.9149,      7.5156,      5.7122,      3.7411,      8.8919,    491.7779,     72.0739,      0.0185,      6.1139,
   160,  2007,   2257.3313,     27.8347,   1240.8354,   1248.3929,     14.3790,    800.6030,    425.7633,    283.2808,    188.1194,     12.9577,      0.0000,      2.3400,      0.0227,      0.1708,      0.0000,    262.6672,  15685.7617,    433.7462,    255.1796,   1132.6836,    121.8155,   9744.1240,    865.9516,      5.2533,     44.7847,      7.2291,      6.3789,      3.7756,      9.3888,    493.7125,     72.1626,      0.0426,      6.1151,
   161,  1998,   2550.9111,     28.1822,   1403.0342,   1390.8671,     -6.5112,   1209.1770,    398.8595,    313.9855,    450.6208,     14.7060,      0.0000,      2.3400,      0.0586,      0.1932,      0.0000,    285.1912,  15656.3291,    427.9794,    240.6932,   1138.4617,    117.2242,   9762.0576,    867.1562,      5.7038,     44.7014,      7.1330,      6.0167,      3.7948,      9.1725,    495.9808,     72.2630,      0.0286,      6.1165,
   162,  1999,   2672.6565,     26.6525,   1449.2068,   1401.9689,    -58.8767,   1363.0037,    433.7459,    337.8947,    542.6039,     14.4929,      0.0000,      2.3400,      0.1044,      0.2100,      0.0000,    295.2400,  15678.3809,    438.4980,    219.8759,   1131.6628,    113.2838,   9771.9277,    868.3256,      5.9048,     44.7654,      7.3083,      5.4963,      3.7722,      9.0874,    498.0730,     72.3604,      0.0257,      6.1180,
   163,  2000,   2608.4824,     24.8907,   1427.6155,   1360.1853,    -48.2339,   1131.5302,    387.0928,    319.5547,    428.2561,     13.8597,      0.0000,      2.3464,      0.0769,      0.1974,      0.0000,    283.6040,  15699.5332,    426.3416,    237.8208,   1144.8101,    114.2830,   9774.2109,    869.4233,      5.6721,     44.8245,      7.1057,      5.9449,      3.8160,      9.3788,    499.6385,     72.4519,      0.0253,      6.1195,
   164,  2001,   2753.9504,     27.2887,   1497.6956,   1383.9457,   -128.2954,    946.5953,    407.6714,    333.7302,    240.5842,     14.9189,      0.0000,      2.3400,      0.0379,      0.1939,      0.0000,    295.1313,  15757.7598,    455.8982,    226.1198,   1143.3816,    115.3114,   9783.2725,    870.5232,      5.9026,     44.9917,      7.5983,      5.6524,      3.8112,      8.9475,    501.4795,     72.5436,      0.0328,      6.1211,
   165,  2002,   2274.6055,     23.9388,   1242.1912,   1391.9413,    148.9333,   1092.1993,    385.6977,    286.7287,    380.1881,     13.0023,      0.0000,      2.3400,      0.0613,      0.2225,      0.0000,    288.5113,  15669.4795,    398.8168,    221.0725,   1129.8280,    113.3839,   9791.3965,    871.6323,      5.7702,     44.7427,      6.6469,      5.5263,      3.7661,      9.8662,    504.0143,     72.6360,      0.0195,      6.1222,
   166,  2003,   2654.7771,     24.4541,   1459.6147,   1378.1306,    -81.2181,   1345.7749,    359.4538,    307.3289,    682.3879,     14.3843,      0.0000,      2.3400,      0.1265,      0.2160,      0.0000,    293.0654,  15724.0527,    435.9418,    214.9084,   1120.0948,    110.2679,   9782.8379,    872.6183,      5.8613,     44.9010,      7.2657,      5.3721,      3.7336,      9.1385,    505.9290,     72.7181,      0.0310,      6.1235,
   167,  2004,   2699.2385,     25.1241,   1493.3928,   1407.8899,    -85.2353,    992.0981,    356.8160,    312.8297,    318.7727,     14.7751,      0.0000,      2.3464,      0.0646,      0.2205,      0.0000,    295.8325,  15784.7354,    453.4081,    222.0669,   1110.1053,    111.5001,   9773.2080,    873.6007,      5.9167,     45.0709,      7.5568,      5.5510,      3.7003,      9.0502,    507.3340,     72.8000,      0.0211,      6.1249,
   168,  2005,   2569.6355,     24.8222,   1404.8524,   1400.7369,     -7.8267,    934.3985,    364.5256,    316.7714,    249.9027,     14.0733,      0.0000,      2.3400,      0.0336,      0.2208,      0.0000,    284.3587,  15772.6309,    428.1193,    233.1101,   1115.3594,    114.3645,   9774.2314,    874.6107,      5.6872,     45.0375,      7.1353,      5.8272,      3.7178,      9.7313,    509.0193,     72.8842,      0.0286,      6.1260,
   169,  2006,   2782.9163,     28.2362,   1515.7158,   1382.5543,   -134.9746,   1101.7489,    403.2896,    340.2753,    360.4512,     15.0637,      0.0000,      2.3400,      0.0647,      0.1979,      0.0000,    297.6912,  15835.0547,    451.1478,    228.6180,   1130.2584,    115.1401,   9777.3203,    875.5883,      5.9538,     45.2164,      7.5191,      5.7148,      3.7675,      9.2336,    510.7269,     72.9656,      0.0199,      6.1272,
   170,  2007,   2257.3535,     26.3644,   1241.3335,   1253.2865,     18.6356,    800.6030,    425.7612,    283.2780,    188.1152,     12.9614,      0.0000,      2.3400,      0.0235,      0.1787,      0.0000,    262.6987,  15786.0771,    433.9187,    255.2456,   1140.4147,    122.2105,   9793.5439,    876.5261,      5.2540,     45.0767,      7.2320,      6.3805,      3.8013,      9.7292,    512.7149,     73.0438,      0.0441,      6.1281,
   171,  1998,   2550.9233,     26.9374,   1403.5609,   1396.1267,     -1.6305,   1209.1770,    398.8811,    314.0279,    450.6150,     14.7112,      0.0000,      2.3400,      0.0605,      0.2023,      0.0000,    285.1979,  15753.7275,    428.1455,    240.7829,   1145.9408,    117.6165,   9811.2959,    877.5913,      5.7040,     44.9844,      7.1358,      6.0190,      3.8198,      9.5153,    515.0791,     73.1326,      0.0296,      6.1291,
   172,  1999,   2672.7100,     25.3938,   1449.7310,   1407.2897,    -53.9477,   1363.0037,    433.7711,    337.9279,    542.4960,     14.4982,      0.0000,      2.3400,      0.1091,      0.2196,      0.0000,    295.2513,  15773.3936,    438.6413,    219.9472,   1138.8557,    113.6640,   9820.5762,    878.6229,      5.9050,     45.0375,      7.3107,      5.4981,      3.7961,      9.4318,    517.2274,     73.2185,      0.0269,      6.1303,
   173,  2000,   2608.5054,     23.6731,   1428.0518,   1365.2352,    -43.6031,   1131.5302,    387.1017,    319.5693,    428.2353,     13.8634,      0.0000,      2.3464,      0.0802,      0.2067,      0.0000,    283.6137,  15789.0918,    426.4651,    237.8836,   1151.7518,    114.6514,   9822.3555,    879.5831,      5.6723,     45.0839,      7.1078,      5.9465,      3.8391,      9.7235,    518.8564,     73.2986,      0.0262,      6.1315,
   174,  2001,   2753.9031,     26.0136,   1498.0450,   1388.8765,   -123.8836,    946.5953,    407.6551,    333.6866,    240.6420,     14.9211,      0.0000,      2.3400,      0.0392,      0.2032,      0.0000,    295.1420,  15841.7910,    456.0037,    226.1629,   1150.0363,    115.6685,   9830.8799,    880.5504,      5.9028,     45.2349,      7.6001,      5.6534,      3.8334,      9.2927,    520.7534,     73.3792,      0.0340,      6.1328,
   175,  2002,   2274.5996,     22.8691,   1242.5109,   1396.7560,    153.3117,   1092.1993,    385.6794,    286.7322,    380.2022,     13.0041,      0.0000,      2.3400,      0.0638,      0.2324,      0.0000,    288.5207,  15750.5400,    398.9009,    221.1069,   1136.0898,    113.7244,   9838.3311,    881.5214,      5.7704,     44.9740,      6.6483,      5.5271,      3.7869,     10.2129,    523.3889,     73.4601,      0.0206,      6.1338,
   176,  2003,   2654.8647,     23.2668,   1460.1010,   1382.8650,    -76.9682,   1345.7749,    359.4790,    307.3847,    682.3071,     14.3893,      0.0000,      2.3400,      0.1313,      0.2261,      0.0000,    293.0749,  15801.3711,    436.0641,    214.9629,   1126.0425,    110.6048,   9829.1270,    882.3815,      5.8615,     45.1160,      7.2677,      5.3735,      3.7534,      9.4867,    525.3803,     73.5317,      0.0324,      6.1353,
   177,  2004,   2699.2498,     23.9698,   1493.8221,   1412.5710,    -81.0119,    992.0981,    356.8207,    312.8376,    318.7596,     14.7785,      0.0000,      2.3464,      0.0675,      0.2310,      0.0000,    295.8415,  15858.2129,    453.5209,    222.1189,   1115.7207,    111.8254,   9818.7510,    883.2286,      5.9168,     45.2807,      7.5587,      5.5523,      3.7190,      9.3979,    526.8620,     73.6024,      0.0223,      6.1367,
   178,  2005,   2569.6130,     23.5802,   1405.3481,   1405.1730,     -3.8552,    934.3985,    364.5256,    316.7826,    249.8914,     14.0776,      0.0000,      2.3400,      0.0349,      0.2310,      0.0000,    284.3666,  15843.7627,    428.2469,    233.1711,   1120.7621,    114.6841,   9819.1572,    884.1030,      5.6873,     45.2392,      7.1374,      5.8287,      3.7358,     10.0813,    528.6309,     73.6752,      0.0298,      6.1378,
   179,  2006,   2782.8513,     26.8215,   1516.2185,   1386.8239,   -131.2404,   1101.7489,    403.2700,    340.2298,    360.5159,     15.0672,      0.0000,      2.3400,      0.0676,      0.2073,      0.0000,    297.7007,  15904.7178,    451.2855,    228.6755,   1135.5562,    115.4533,   9821.5547,    884.9468,      5.9540,     45.4132,      7.5214,      5.7163,      3.7851,      9.5860,    530.4205,     73.7455,      0.0213,      6.1391,
   180,  2007,   2257.3547,     25.0385,   1241.9883,   1256.9308,     21.7677,    800.6030,    425.7834,    283.2887,    188.1117,     12.9683,      0.0000,      2.3400,      0.0244,      0.1868,      0.0000,    262.7194,  15853.1025,    434.1440,    255.3522,   1145.5795,    122.5298,   9837.1699,    885.7778,      5.2544,     45.2647,      7.2357,      6.3832,      3.8186,     10.0825,    532.4607,     73.8148,      0.0458,      6.1401,
   181,  1998,   2550.9348,     25.7353,   1404.0076,   1400.2728,      1.9289,   1209.1770,    398.8776,    314.0162,    450.5762,     14.7140,      0.0000,      2.3400,      0.0625,      0.2117,      0.0000,    285.2171,  15816.6387,    428.2916,    240.8458,   1150.8696,    117.9185,   9854.1992,    886.7178,      5.7043,     45.1608,      7.1382,      6.0205,      3.8362,      9.8700,    534.8341,     73.8931,      0.0307,      6.1414,
   182,  1999,   2672.6987,     24.1210,   1450.1976,   1411.3175,    -50.5306,   1363.0037,    433.7651,    337.9186,    542.5356,     14.5010,      0.0000,      2.3400,      0.1140,      0.2296,      0.0000,    295.2582,  15831.5625,    438.7668,    220.0020,   1143.5795,    113.9558,   9862.6738,    887.6106,      5.9052,     45.2045,      7.3128,      5.4994,      3.8119,      9.7848,    536.9859,     73.9675,      0.0281,      6.1426,
   183,  2000,   2608.5310,     22.4356,   1428.5415,   1369.0668,    -40.3554,   1131.5302,    387.1107,    319.5834,    428.2139,     13.8677,      0.0000,      2.3464,      0.0836,      0.2162,      0.0000,    283.6200,  15845.9658,    426.5953,    237.9463,   1156.3470,    114.9365,   9863.6445,    888.4517,      5.6724,     45.2458,      7.1099,      5.9481,      3.8545,     10.0770,    538.6225,     74.0376,      0.0271,      6.1438,
   184,  2001,   2753.9170,     24.7752,   1498.5753,   1392.6598,   -120.6317,    946.5953,    407.6602,    333.6972,    240.6289,     14.9257,      0.0000,      2.3400,      0.0405,      0.2126,      0.0000,    295.1490,  15897.2480,    456.1595,    226.2256,   1154.4241,    115.9484,   9871.4502,    889.3001,      5.9030,     45.3926,      7.6027,      5.6550,      3.8480,      9.6459,    540.5251,     74.1083,      0.0352,      6.1452,
   185,  2002,   2274.6067,     21.7304,   1243.0175,   1400.4512,    156.4937,   1092.1993,    385.6834,    286.7347,    380.1914,     13.0084,      0.0000,      2.3400,      0.0664,      0.2424,      0.0000,    288.5271,  15803.3799,    399.0480,    221.1749,   1140.2448,    113.9964,   9878.1719,    890.1442,      5.7705,     45.1224,      6.6508,      5.5288,      3.8008,     10.5669,    543.1715,     74.1786,      0.0218,      6.1462,
   186,  2003,   2654.8813,     22.2075,   1460.5591,   1386.5192,    -73.7925,   1345.7749,    359.4828,    307.3922,    682.2949,     14.3931,      0.0000,      2.3400,      0.1362,      0.2364,      0.0000,    293.0811,  15851.8125,    436.2012,    215.0224,   1129.9540,    110.8667,   9868.0947,    890.8896,      5.8616,     45.2620,      7.2700,      5.3750,      3.7665,      9.8392,    545.1570,     74.2408,      0.0337,      6.1476,
   187,  2004,   2699.2622,     22.8973,   1494.2977,   1416.1495,    -77.9058,    992.0981,    356.8254,    312.8455,    318.7477,     14.7826,      0.0000,      2.3464,      0.0704,      0.2416,      0.0000,    295.8478,  15907.7266,    453.6564,    222.1771,   1119.4229,    112.0787,   9856.8359,    891.6109,      5.9170,     45.4217,      7.5609,      5.5538,      3.7314,      9.7509,    546.6424,     74.3009,      0.0235,      6.1490,
   188,  2005,   2569.5991,     22.3839,   1405.8829,   1408.5699,     -0.9920,    934.3985,    364.5262,    316.7901,    249.8839,     14.0821,      0.0000,      2.3400,      0.0362,      0.2413,      0.0000,    284.3725,  15892.2773,    428.3885,    233.2351,   1124.3601,    114.9323,   9856.4287,    892.3615,      5.6874,     45.3762,      7.1398,      5.8303,      3.7478,     10.4349,    548.4116,     74.3634,      0.0310,      6.1503,
   189,  2006,   2782.9436,     25.5876,   1516.8206,   1390.1256,   -128.4788,   1101.7489,    403.2997,    340.2936,    360.4229,     15.0737,      0.0000,      2.3400,      0.0704,      0.2167,      0.0000,    297.7074,  15952.5400,    451.4735,    228.7542,   1139.1066,    115.7007,   9857.9316,    893.0895,      5.9541,     45.5467,      7.5246,      5.7182,      3.7970,      9.9385,    550.2007,     74.4241,      0.0227,      6.1518,
   190,  2007,   2257.3665,     24.0136,   1242.4092,   1259.8091,     24.1498,    800.6030,    425.7859,    283.2898,    188.1094,     12.9719,      0.0000,      2.3400,      0.0253,      0.1950,      0.0000,    262.7455,  15899.3369,    434.3044,    255.4159,   1149.0887,    122.7711,   9872.9150,    893.8210,      5.2549,     45.3913,      7.2384,      6.3848,      3.8303,     10.4353,    552.2496,     74.4850,      0.0474,      6.1530,
   191,  1998,   2550.9529,     24.6020,   1404.6177,   1403.3813,      4.5807,   1209.1770,    398.8965,    314.0544,    450.5635,     14.7199,      0.0000,      2.3400,      0.0644,      0.2211,      0.0000,    285.2206,  15862.0576,    428.4742,    240.9381,   1154.3110,    118.1615,   9889.2197,    894.6495,      5.7044,     45.2840,      7.1412,      6.0228,      3.8477,     10.2236,    554.6222,     74.5541,      0.0318,      6.1545,
   192,  1999,   2672.7087,     22.9650,   1450.7375,   1414.5023,    -47.8597,   1363.0037,    433.7695,    337.9254,    542.4801,     14.5059,      0.0000,      2.3400,      0.1187,      0.2395,      0.0000,    295.2637,  15876.2178,    438.9416,    220.0747,   1146.8916,    114.1893,   9897.0020,    895.4271,      5.9053,     45.3234,      7.3157,      5.5013,      3.8229,     10.1352,    556.7759,     74.6189,      0.0293,      6.1561,
